Id,Sales
1,6789.2
2,7914.2
3,13496.9
4,13788.3
5,8236.2
6,7960.2
7,8417.4
8,8949.6
9,8558.3
10,7594.5
11,7338.9
12,8633.6
13,8558.5
14,8372.1
15,8256.4
16,7116.3
17,7788.1
18,12079.7
19,12765.4
20,11398.6
21,9128.4
22,7943.6
23,8438.0
24,8613.0
25,10974.3
26,11265.4
27,11394.2
28,9489.2
29,7566.2
30,6852.0
31,7007.0
32,9010.2
33,7586.0
34,7387.2
35,7643.8
36,8784.7
37,6032.2
38,8838.6
39,6733.6
40,8468.1
41,8468.1
42,8563.4
43,9034.1
44,8672.7
45,8555.4
46,7823.1
47,9032.1
48,9091.6
49,8650.3
50,9469.0
51,9757.1
52,9288.6
53,8374.7
54,9840.7
55,7952.5
56,6926.2
57,7627.4
58,8313.5
59,9182.4
60,9585.2
61,7588.4
62,9061.3
63,9061.3
64,9503.9
65,10461.7
66,11496.0
67,6957.7
68,7531.4
69,8734.6
70,8088.4
71,7360.1
72,7451.4
73,7816.2
74,8882.2
75,8794.0
76,9958.0
77,11759.6
78,12682.1
79,10551.6
80,11409.2
81,13189.0
82,11988.1
83,9593.6
84,9969.8
85,8581.8
86,8581.8
87,9275.2
88,8233.6
89,9350.5
90,8818.7
91,9786.2
92,9454.6
93,11728.1
94,10661.5
95,9694.8
96,8412.5
97,9421.1
98,8819.1
99,8877.5
100,9874.1
101,8381.5
102,8799.0
103,9117.5
104,8808.9
105,8629.0
106,8604.9
107,7373.8
108,8133.1
109,8694.1
110,9748.5
111,9599.5
112,9599.5
113,9698.5
114,9956.5
115,9868.9
116,8725.3
117,9668.9
118,8925.5
119,9874.7
120,10054.7
121,9972.8
122,8716.6
123,9023.4
124,9585.4
125,8920.1
126,7024.9
127,7459.9
128,7806.5
129,7447.2
130,7283.6
131,7470.1
132,7470.1
133,7499.7
134,7320.3
135,7320.3
136,8856.2
137,8360.0
138,7967.0
139,7226.4
140,6266.7
141,6389.4
142,6614.8
143,8028.6
144,9665.9
145,10529.7
146,10408.7
147,10210.4
148,11612.2
149,9857.5
150,8526.4
151,10715.3
152,9738.7
153,8789.0
154,9155.8
155,7335.0
156,7917.4
157,7870.9
158,10125.1
159,11566.3
160,7665.4
161,7257.9
162,13139.1
163,11016.3
164,9862.3
165,9862.3
166,8767.4
167,7191.6
168,5869.0
169,4873.9
170,5599.1
171,7141.4
172,9051.5
173,8633.7
174,9173.2
175,11228.3
176,11493.0
177,10743.7
178,10587.8
179,10170.4
180,10925.7
181,11299.6
182,8819.2
183,8914.0
184,8990.5
185,8230.0
186,9499.6
187,9921.1
188,10596.7
189,10517.6
190,10869.0
191,10951.9
192,10755.7
193,14661.0
194,18219.3
195,13126.0
196,8828.7
197,5793.5
198,7038.0
199,7603.0
200,7664.2
201,7664.2
202,6350.1
203,5524.7
204,5673.2
205,6010.9
206,5898.8
207,7067.4
208,7281.0
209,6968.1
210,6538.7
211,6538.7
212,6497.2
213,7436.0
214,7714.1
215,7423.9
216,6903.4
217,5460.1
218,6526.4
219,6552.8
220,5795.6
221,6757.5
222,7086.8
223,7173.2
224,7281.0
225,7300.3
226,7668.9
227,7639.5
228,7765.5
229,8256.0
230,8256.0
231,7745.8
232,7273.0
233,7042.0
234,8280.4
235,7678.4
236,7678.4
237,8667.1
238,8667.1
239,8538.6
240,8054.1
241,8054.1
242,8769.7
243,9028.9
244,9296.7
245,8866.3
246,10118.7
247,13485.3
248,8774.9
249,8687.6
250,8739.2
251,10260.6
252,9700.5
253,10386.3
254,10700.5
255,9769.0
256,13489.0
257,14983.0
258,14842.2
259,10915.0
260,10915.0
261,10782.5
262,11004.9
263,10739.5
264,13735.9
265,12143.0
266,10677.0
267,8171.8
268,8467.6
269,9731.5
270,9731.5
271,9822.1
272,9677.7
273,9616.4
274,9581.1
275,9986.8
276,9986.8
277,10010.8
278,11033.0
279,11033.0
280,10452.6
281,8743.2
282,8702.3
283,8369.1
284,10177.5
285,8565.3
286,9045.5
287,9032.0
288,9466.6
289,8322.9
290,11020.2
291,10445.2
292,9725.5
293,10465.8
294,12196.2
295,9458.6
296,9047.0
297,10524.8
298,10222.1
299,10109.2
300,8451.2
301,8382.9
302,8321.5
303,7975.0
304,7027.6
305,7184.8
306,8551.1
307,8603.5
308,7778.4
309,7577.6
310,7465.5
311,8422.8
312,7970.5
313,7836.6
314,7761.6
315,8322.4
316,10790.4
317,10922.3
318,10022.8
319,10022.8
320,10337.6
321,10102.2
322,7446.6
323,7185.3
324,6555.2
325,8805.2
326,6914.6
327,7604.5
328,7527.3
329,8172.4
330,7963.9
331,8601.2
332,8601.2
333,10584.8
334,10697.1
335,10469.5
336,10129.6
337,10129.6
338,8688.9
339,9742.2
340,9806.6
341,9689.2
342,11153.3
343,9886.4
344,9237.6
345,10244.9
346,11225.9
347,11424.8
348,8596.5
349,8541.5
350,8541.5
351,8716.4
352,8627.4
353,8627.4
354,7951.5
355,8411.2
356,7346.7
357,8565.5
358,9683.6
359,9179.5
360,10755.3
361,12015.6
362,10674.0
363,10075.8
364,9127.5
365,8301.1
366,7692.8
367,8008.1
368,7619.3
369,7168.9
370,8011.5
371,8011.5
372,8292.5
373,8162.8
374,9610.6
375,10241.3
376,10348.1
377,10408.6
378,10274.1
379,8714.2
380,7771.4
381,7410.8
382,7304.9
383,8641.4
384,9620.3
385,8382.4
386,7558.1
387,8780.6
388,8723.3
389,9067.1
390,8452.9
391,9201.5
392,8388.5
393,9230.7
394,9378.5
395,8664.9
396,7625.5
397,7853.6
398,7908.0
399,7649.5
400,7078.1
401,8718.3
402,9344.9
403,10544.6
404,11461.9
405,12271.5
406,10975.2
407,9645.7
408,8778.1
409,10041.5
410,10971.2
411,10526.2
412,9869.2
413,10065.2
414,8734.2
415,7126.3
416,7126.3
417,8467.4
418,8467.4
419,7070.7
420,5862.7
421,11106.4
422,9725.1
423,6033.9
424,6218.3
425,6871.4
426,8850.3
427,8585.6
428,7594.8
429,7594.8
430,6973.3
431,7684.5
432,7326.1
433,9792.8
434,12159.6
435,9365.3
436,8295.8
437,8295.8
