Id,Sales
1,4128.8
2,7470.1
3,9244.3
4,8185.0
5,7717.0
6,5724.7
7,8128.3
8,8187.4
9,6082.0
10,5691.1
11,7144.3
12,7969.2
13,7457.0
14,9911.4
15,5789.4
16,5033.8
17,5608.9
18,10103.8
19,10514.1
20,9845.0
21,7604.6
22,4231.6
23,6503.6
24,4457.5
25,7293.4
26,11869.9
27,9817.2
28,5578.0
29,4874.2
30,4752.4
31,5615.3
32,10811.1
33,6974.6
34,5375.7
35,5644.9
36,7962.3
37,3727.6
38,7766.8
39,4380.6
40,7560.9
41,7194.8
42,5355.6
43,7577.7
44,7725.9
45,4785.3
46,6345.3
47,7930.3
48,10827.9
49,6039.1
50,8082.9
51,7049.7
52,9581.9
53,6098.2
54,9875.2
55,4637.6
56,5079.5
57,5936.9
58,6305.1
59,10595.3
60,7664.2
61,5820.8
62,7711.8
63,6660.6
64,10339.4
65,4111.3
66,12623.8
67,5013.6
68,5955.1
69,8380.2
70,5352.9
71,6473.3
72,6544.4
73,7574.1
74,5631.7
75,5454.7
76,7853.7
77,7799.1
78,7017.9
79,4921.0
80,6898.7
81,12292.7
82,7054.1
83,4495.4
84,7099.5
85,6097.7
86,5724.2
87,7617.7
88,3925.2
89,7803.5
90,5970.1
91,7052.3
92,7895.8
93,4206.3
94,5124.8
95,5642.4
96,8875.4
97,8624.2
98,5067.3
99,4736.8
100,6885.4
101,5793.4
102,6118.7
103,7662.3
104,6710.5
105,7226.4
106,5880.5
107,4383.3
108,7149.3
109,8102.8
110,8548.0
111,8529.0
112,7947.5
113,5813.9
114,9432.2
115,5477.8
116,7721.7
117,8946.6
118,6469.2
119,10589.0
120,7814.3
121,8125.3
122,6071.2
123,7304.0
124,8449.6
125,6069.7
126,4029.1
127,5767.0
128,8082.6
129,5606.7
130,4961.1
131,8382.2
132,7009.5
133,6216.2
134,6703.1
135,5294.7
136,7542.6
137,7101.7
138,7178.3
139,5615.8
140,4767.7
141,6342.8
142,3736.7
143,6010.7
144,5675.3
145,8580.7
146,7596.0
147,6340.4
148,13242.2
149,4880.9
150,5186.3
151,10072.3
152,8425.1
153,8364.4
154,7435.8
155,5634.9
156,6416.4
157,5356.5
158,8145.0
159,12905.3
160,5629.4
161,3195.3
162,4586.2
163,9223.4
164,9281.1
165,6624.6
166,7045.7
167,5155.6
168,5596.7
169,3361.0
170,5270.3
171,6930.5
172,7747.7
173,7134.9
174,9635.0
175,7926.1
176,9143.1
177,8633.0
178,4923.1
179,9203.3
180,10486.3
181,6289.7
182,7649.8
183,5063.8
184,6986.0
185,4190.5
186,7989.6
187,5507.6
188,9627.2
189,7539.1
190,8854.9
191,7874.0
192,6069.8
193,9114.7
194,18111.9
195,10574.1
196,5457.1
197,2814.2
198,6228.7
199,8232.3
200,5622.4
201,13021.1
202,17455.5
203,3959.5
204,5028.9
205,10008.0
206,5306.8
207,8071.4
208,6884.4
209,7981.3
210,5839.3
211,6532.3
212,6381.8
213,7268.5
214,11007.8
215,6351.9
216,6470.0
217,7182.5
218,5470.8
219,5427.5
220,7778.9
221,5901.0
222,5733.7
223,7264.0
224,6854.5
225,5880.6
226,7152.6
227,6918.4
228,9246.2
229,7656.7
230,7676.5
231,5851.8
232,4026.0
233,6579.5
234,7064.6
235,5967.5
236,4093.8
237,8372.4
238,7919.0
239,9508.9
240,6701.2
241,5622.1
242,5389.2
243,4662.0
244,9956.1
245,5565.3
246,7625.6
247,15147.9
248,6898.6
249,8384.4
250,6055.0
251,4825.8
252,6673.7
253,4137.0
254,5814.9
255,10829.4
256,5546.1
257,16308.6
258,13661.6
259,5145.2
260,6634.1
261,5964.6
262,7929.1
263,5687.5
264,11638.7
265,8179.5
266,9606.9
267,4624.4
268,7340.3
269,5205.2
270,8478.7
271,6957.3
272,5934.5
273,6515.6
274,6762.4
275,8169.7
276,10538.9
277,6112.1
278,10273.9
279,6321.5
280,11719.6
281,5336.4
282,5930.5
283,6118.0
284,10451.4
285,6372.2
286,8249.2
287,6586.1
288,9245.9
289,4463.7
290,8484.6
291,6692.1
292,4136.7
293,13971.0
294,17016.6
295,7584.4
296,7287.1
297,9701.2
298,10779.3
299,11811.0
300,5632.3
301,7480.3
302,5677.1
303,8021.2
304,3916.4
305,6193.7
306,5686.7
307,6026.8
308,7457.8
309,5196.8
310,5190.2
311,7452.5
312,4499.6
313,4597.9
314,5844.4
