Id,Sales
1,4197.76
2,7621.96
3,9075.84
4,7937.1
5,7604.44
6,5694.58
7,8088.04
8,8316.74
9,5861.66
10,5602.98
11,7296.24
12,7860.92
13,7644.04
14,9785.18
15,5552.94
16,4941.14
17,5724.18
18,9758.24
19,10606.34
20,10232.56
21,7684.92
22,4483.64
23,5866.12
24,4543.58
25,7278.06
26,11593.88
27,9245.5
28,5766.92
29,5209.3
30,4740.58
31,5734.98
32,10511.02
33,7196.62
34,5255.6
35,5623.14
36,8113.38
37,3826.48
38,7714.6
39,4379.82
40,7539.02
41,7137.34
42,5556.44
43,8062.6
44,7811.32
45,4729.6
46,6328.16
47,7972.12
48,11668.58
49,5946.42
50,8073.74
51,7330.24
52,9381.4
53,6217.4
54,9687.08
55,4922.5
56,4994.6
57,6079.78
58,6173.12
59,9727.44
60,7571.62
61,5501.7
62,7347.88
63,6867.74
64,10179.56
65,4054.38
66,12770.46
67,4797.72
68,6035.14
69,8530.3
70,5457.1
71,6370.06
72,6350.98
73,7494.82
74,5563.46
75,5666.26
76,7529.04
77,7993.86
78,7328.5
79,5219.54
80,7141.36
81,12188.04
82,6829.98
83,4345.58
84,6801.44
85,6263.66
86,6138.54
87,8335.26
88,3937.82
89,7961.58
90,6027.64
91,7150.0
92,7416.48
93,4090.12
94,5715.76
95,5560.98
96,8890.9
97,8701.56
98,5188.98
99,4739.06
100,7559.66
101,6092.48
102,5980.3
103,7945.8
104,6861.86
105,7476.68
106,5813.0
107,4252.18
108,7117.56
109,8513.74
110,8676.56
111,8537.72
112,8298.88
113,5864.48
114,8733.44
115,5567.26
116,7298.42
117,8584.48
118,6576.94
119,10181.36
120,7854.74
121,8367.08
122,6356.54
123,7253.04
124,8302.62
125,6169.64
126,3939.02
127,5440.56
128,7996.98
129,5808.82
130,4943.12
131,8335.84
132,6881.32
133,5893.76
134,6747.34
135,5471.0
136,7407.44
137,7094.26
138,7130.0
139,5542.12
140,4808.32
141,6187.3
142,3822.56
143,5855.36
144,5787.8
145,8652.4
146,7810.68
147,6088.18
148,13298.12
149,4929.56
150,5361.5
151,10354.84
152,7667.12
153,8465.68
154,7483.72
155,5786.22
156,6026.9
157,5569.18
158,7904.16
159,12512.78
160,5793.2
161,3212.08
162,4742.96
163,9005.54
164,9000.46
165,6499.88
166,7208.56
167,4891.9
168,5526.9
169,3387.72
170,5462.0
171,6716.96
172,7903.8
173,7113.4
174,9027.74
175,8034.72
176,9170.8
177,7737.24
178,5062.1
179,9009.76
180,10374.36
181,6303.12
182,7779.22
183,4787.46
184,6577.12
185,4159.94
186,7932.28
187,5380.72
188,9491.14
189,7785.7
190,8593.36
191,7889.1
192,6314.38
193,9368.32
194,17928.82
195,10650.34
196,5526.8
197,2885.22
198,6105.24
199,8212.8
200,5727.84
201,12962.2
202,17709.52
203,4080.92
204,5166.9
205,9644.84
206,5096.36
207,8678.66
208,7032.4
209,7776.56
210,5662.2
211,6743.0
212,6407.92
213,7458.34
214,11857.64
215,6260.02
216,6013.08
217,7551.16
218,5517.12
219,5169.62
220,7881.96
221,5850.12
222,5902.7
223,7438.88
224,6404.56
225,5915.1
226,7242.52
227,7087.1
228,9323.1
229,7654.16
230,7669.08
231,5868.5
232,4109.96
233,6063.5
234,6885.22
235,6269.58
236,4187.04
237,8245.26
238,7339.8
239,9491.74
240,6838.76
241,5774.16
242,5506.96
243,4644.34
244,9668.9
245,5544.5
246,7945.14
247,15082.98
248,7260.54
249,8292.76
250,5892.2
251,4800.2
252,7232.8
253,4212.12
254,5791.94
255,10883.24
256,5355.88
257,16406.68
258,13631.3
259,5284.86
260,6730.12
261,5981.98
262,7817.38
263,5757.06
264,11722.62
265,8122.12
266,10064.4
267,4450.44
268,7477.62
269,5233.18
270,8548.8
271,6974.5
272,6052.66
273,6361.42
274,6741.36
275,8300.02
276,9932.6
277,6088.7
278,10070.2
279,6378.44
280,11128.54
281,5575.32
282,5923.28
283,5972.98
284,10827.34
285,6477.12
286,7509.26
287,6679.26
288,9201.26
289,4469.12
290,9029.3
291,6729.92
292,4052.52
293,14215.28
294,17421.86
295,7720.1
296,7180.9
297,9350.72
298,10645.92
299,11591.06
300,5723.4
301,7503.9
302,5758.28
303,8115.24
304,4042.8
305,6215.94
306,5963.3
307,5848.58
308,7462.16
309,5353.82
310,4999.66
311,7258.08
312,4457.88
313,4702.88
314,6053.94
315,6565.62
316,8846.38
317,8975.22
318,7534.64
319,6517.4
320,6278.36
321,12090.72
322,7886.8
323,5388.1
324,5207.94
325,7189.8
326,4721.14
327,6957.62
328,3524.32
329,4904.9
330,8049.68
331,6436.9
332,5717.14
333,9289.52
334,9281.7
335,12889.72
336,6771.96
337,9312.64
338,2804.88
339,5618.16
340,6930.46
341,4647.62
342,8496.42
343,5350.52
344,4964.16
345,8668.04
346,10875.04
347,9538.58
348,5911.54
349,5425.4
350,8786.04
351,7452.5
352,6285.62
353,5091.22
354,6965.3
355,9905.78
356,4503.76
357,6368.94
358,8177.04
359,8459.8
360,13307.32
361,5535.88
362,14409.74
363,7142.18
364,5075.52
365,3795.12
366,6039.32
367,6835.26
368,5991.32
369,7374.38
370,5374.48
371,4517.14
372,7263.18
373,3790.14
374,7566.72
375,7273.34
376,8113.96
377,8451.26
378,5517.6
379,9153.68
380,6619.42
381,5980.7
382,6071.9
383,5508.76
384,10989.84
385,6586.12
386,4659.94
387,7790.66
388,8728.42
389,7431.72
390,6481.5
391,8528.22
392,5558.28
393,6547.24
394,6651.14
395,8617.78
396,6162.08
397,5865.58
398,6690.28
399,5566.82
400,3906.12
401,5860.12
402,9678.84
403,8484.5
404,10628.2
405,11397.66
406,8619.98
407,6770.58
408,5494.18
409,9899.38
410,11290.42
411,8957.68
412,8784.64
413,7774.88
414,5965.54
415,3787.16
416,10477.06
417,8266.12
418,6037.26
419,6563.74
420,3209.86
421,11750.7
422,6325.12
423,5042.22
424,4898.64
425,5846.36
426,6390.14
427,8781.16
428,6570.64
429,5827.86
430,5510.28
431,4061.3
432,3421.68
433,6999.78
434,16812.68
435,4591.72
436,6167.3
437,6515.56
438,5582.6
439,5650.24
440,5124.38
441,3910.56
442,7775.62
443,7051.24
444,4289.52
445,9109.48
446,6003.54
447,4880.34
448,8475.98
449,8203.84
450,9920.48
451,5822.06
452,6651.62
453,5088.98
454,5435.68
455,14712.86
456,10250.78
457,6505.78
458,5638.48
459,4898.04
460,6136.24
461,5245.9
462,11767.46
463,5001.5
464,5548.78
465,7720.12
466,4770.5
467,6340.34
468,7567.02
469,7440.8
470,7009.0
471,4043.62
472,5688.5
473,7220.32
474,9181.16
475,8369.72
476,7059.06
477,4679.2
478,8229.52
479,6277.24
480,4877.54
481,7153.7
482,7136.1
483,6653.42
484,6120.3
485,5969.2
486,7025.7
487,5726.44
488,7779.82
489,6944.4
490,7337.7
491,10401.02
492,6285.14
493,4721.66
494,11891.06
495,6032.1
496,3265.96
497,7744.8
498,11739.38
499,10275.1
500,5072.06
501,6089.48
502,5829.8
503,7347.3
504,5602.36
505,8621.32
506,3336.5
507,5924.68
508,6592.08
509,5734.7
510,5615.48
511,7025.94
512,8655.96
513,5488.18
514,8663.88
515,7234.98
516,9038.72
517,5393.74
518,6745.68
519,7791.1
520,8407.02
521,7872.08
522,5414.48
523,9542.02
524,7469.68
525,7522.42
526,4279.64
527,4058.82
528,8862.92
529,6213.48
530,8772.92
531,7105.22
532,5699.74
533,8559.82
534,6893.58
535,6914.56
536,9084.46
537,6610.24
538,10232.62
539,11098.72
540,7771.84
541,4876.86
542,6236.7
543,4456.82
544,3138.14
545,8277.48
546,5926.94
547,8519.68
548,5124.88
549,6592.62
550,5966.1
551,9450.9
552,5527.86
553,5670.26
554,6009.12
555,8005.66
556,5648.28
557,7475.3
558,7387.18
559,8468.42
560,8270.52
561,7047.48
562,6189.78
563,4792.3
564,5108.8
565,10657.5
566,9579.0
567,6777.5
568,14942.74
569,6365.08
570,5196.24
571,6123.14
572,8546.7
573,11056.98
574,6748.76
575,8456.6
576,7813.06
577,8414.32
578,7176.24
579,6071.46
580,4949.4
581,5808.58
582,4238.0
583,5391.3
584,8076.5
